X,Y,OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
-75.231309379,39.947795953,3807,3019477,Baltimore Av & 54th St,NOT AVAILABLE,20865,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.947795953,-75.231309379,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 54TH ST,PHILADELPHIA,PA,19143,Baltimore Av & 54th St - SEPTA
-75.2296296279999,39.947784374,3808,3019478,Baltimore Av & 53rd St,NOT AVAILABLE,20866,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.947784374,-75.2296296279999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 53RD ST,PHILADELPHIA,PA,19143,Baltimore Av & 53rd St - SEPTA
-75.227758,39.947782,3809,3019479,Baltimore Av & Broomall St,NOT AVAILABLE,20867,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9477820000001,-75.2277579999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & BROOMALL ST,PHILADELPHIA,PA,19143,Baltimore Av & Broomall St - SEPTA
-75.2254066039999,39.94777186,3810,3019480,Baltimore Av & 51st St,NOT AVAILABLE,20868,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.94777186,-75.2254066039999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 51ST ST,PHILADELPHIA,PA,19143,Baltimore Av & 51st St - SEPTA
-75.223298,39.947941,3811,3019481,Baltimore Av & 50th St,NOT AVAILABLE,20869,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9479410000001,-75.2232979999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 50TH ST,PHILADELPHIA,PA,19143,Baltimore Av & 50th St - SEPTA
-75.2192575,39.948385,3812,3019482,Baltimore Av & Florence Av,NOT AVAILABLE,20870,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.948385,-75.2192575,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & FLORENCE AVE,PHILADELPHIA,PA,19143,Baltimore Av & Florence Av - SEPTA
-75.217111,39.948609,3813,3019483,Baltimore Av & 47th St,NOT AVAILABLE,20871,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.948609,-75.217111,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 47TH ST,PHILADELPHIA,PA,19143,Baltimore Av & 47th St - SEPTA
-75.21499,39.948853,3814,3019484,Baltimore Av & 46th St,NOT AVAILABLE,20872,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.948853,-75.2149899999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 46TH ST,PHILADELPHIA,PA,19143,Baltimore Av & 46th St - SEPTA
-75.212929,39.949067,3815,3019485,Baltimore Av & 45th St,NOT AVAILABLE,20873,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9490670000001,-75.212929,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 45TH ST,PHILADELPHIA,PA,19143,Baltimore Av & 45th St - SEPTA
-75.211196,39.949251,3816,3019486,Baltimore Av & 44th St,NOT AVAILABLE,20874,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9492510000001,-75.211196,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE & 44TH ST,PHILADELPHIA,PA,19104,Baltimore Av & 44th St - SEPTA
-75.209245,39.949546,3817,3019487,Baltimore Av & 43rd St,NOT AVAILABLE,20875,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9495460000001,-75.209245,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 43RD ST,PHILADELPHIA,PA,19104,Baltimore Av & 43rd St - SEPTA
-75.207141,39.949784,3818,3019488,Baltimore Av & 42nd St,NOT AVAILABLE,20876,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9497840000001,-75.207141,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 42ND ST,PHILADELPHIA,PA,19104,Baltimore Av & 42nd St - SEPTA
-75.205767,39.949822,3819,3019489,Baltimore Av & 41st St,NOT AVAILABLE,20877,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.949822,-75.205767,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 41ST ST,PHILADELPHIA,PA,19104,Baltimore Av & 41st St - SEPTA
-75.2191615089999,39.9483951830001,3820,3019490,Baltimore Av & 48th St,NOT AVAILABLE,20885,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9483951830001,-75.2191615089999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 48TH ST,PHILADELPHIA,PA,19143,Baltimore Av & 48th St - SEPTA
-75.227426,39.947784,3821,3019491,Baltimore Av & 52nd St,NOT AVAILABLE,20888,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9477840000001,-75.227426,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 52ND ST,PHILADELPHIA,PA,19143,Baltimore Av & 52nd St - SEPTA
-75.2124903,39.9407956430001,3822,3019492,49th St & Woodland Av,NOT AVAILABLE,20957,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9407956430001,-75.2124903,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,49TH ST & WOODLAND AVE,PHILADELPHIA,PA,19143,49th St & Woodland Av - SEPTA
-75.239297801,39.8994847550001,3823,3019493,Island Av & Suffolk Av,NOT AVAILABLE,605,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.8994847550001,-75.239297801,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ISLAND AVE,PHILADELPHIA,PA,19153,Island Av & Suffolk Av - SEPTA
-75.24268,39.91405,3824,3019494,Elmwood Loop,NOT AVAILABLE,611,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.91405,-75.24268,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE,PHILADELPHIA,PA,19142,Elmwood Loop - SEPTA
-75.239294232,39.8987280870001,3825,3019495,Island Av & 80th St Eastwick Loop,NOT AVAILABLE,612,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.8987280870001,-75.239294232,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ISLAND AVE & 81ST ST,PHILADELPHIA,PA,19153,Island Av & 80th St Eastwick Loop - SEPTA
-75.211402,39.939838,3826,3019496,49th St & Paschall Av,NOT AVAILABLE,20897,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9398380000001,-75.211402,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,49TH ST & PASCHALL AVE,PHILADELPHIA,PA,19143,49th St & Paschall Av - SEPTA
-75.213986574,39.9357667830001,3827,3019497,Grays Av & Lindbergh Blvd,NOT AVAILABLE,20899,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9357667830001,-75.213986574,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,GRAYS AVE & LINDBERGH BLVD,PHILADELPHIA,PA,19143,Grays Av & Lindbergh Blvd - SEPTA
-75.215567,39.933481,3828,3019498,Lindbergh Blvd & 54th St,NOT AVAILABLE,20901,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.933481,-75.215567,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LINDBERGH BLVD & 54TH ST,PHILADELPHIA,PA,19143,Lindbergh Blvd & 54th St - SEPTA
-75.2176756969999,39.9311054720001,3829,3019499,Elmwood Av & 56th St,NOT AVAILABLE,20902,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9311054720001,-75.2176756969999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 56TH ST,PHILADELPHIA,PA,19143,Elmwood Av & 56th St - SEPTA
-75.219217,39.930022,3830,3019500,Elmwood Av & 57th St,NOT AVAILABLE,20903,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9300220000001,-75.219217,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 57TH ST,PHILADELPHIA,PA,19143,Elmwood Av & 57th St - SEPTA
-75.220579,39.929052,3831,3019501,Elmwood Av & 58th St,NOT AVAILABLE,20904,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9290520000001,-75.220579,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 58TH ST,PHILADELPHIA,PA,19143,Elmwood Av & 58th St - SEPTA
-75.221994,39.928125,3832,3019502,Elmwood Av & 59th St,NOT AVAILABLE,20905,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9281250000001,-75.2219939999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 59TH ST,PHILADELPHIA,PA,19143,Elmwood Av & 59th St - SEPTA
-75.22381551,39.926867126,3833,3019503,Elmwood Av & Edgewood Av,NOT AVAILABLE,20906,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.926867126,-75.22381551,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & EDGEWOOD ST,PHILADELPHIA,PA,19142,Elmwood Av & Edgewood Av - SEPTA
-75.224911227,39.9260900190001,3834,3019504,Elmwood Av & 61st St,NOT AVAILABLE,20907,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9260900190001,-75.224911227,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 61ST ST,PHILADELPHIA,PA,19142,Elmwood Av & 61st St - SEPTA
-75.226494342,39.924968947,3835,3019505,Elmwood Av & 62nd St,NOT AVAILABLE,20908,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.924968947,-75.226494342,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 62ND ST,PHILADELPHIA,PA,19142,Elmwood Av & 62nd St - SEPTA
-75.227705,39.924043,3836,3019506,Elmwood Av & 63rd St,NOT AVAILABLE,20909,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.924043,-75.227705,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 63RD ST,PHILADELPHIA,PA,19142,Elmwood Av & 63rd St - SEPTA
-75.22909,39.923094,3837,3019507,Elmwood Av & 64th St,NOT AVAILABLE,20910,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.923094,-75.22909,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 64TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 64th St - SEPTA
-75.230322,39.922204,3838,3019508,Elmwood Av & 65th St,NOT AVAILABLE,20911,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9222040000001,-75.2303219999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 65TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 65th St - SEPTA
-75.231574,39.921347,3839,3019509,Elmwood Av & 66th St,NOT AVAILABLE,20912,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.921347,-75.231574,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 66TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 66th St - SEPTA
-75.232903,39.920418,3840,3019510,Elmwood Av & 67th St,NOT AVAILABLE,20913,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.920418,-75.232903,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 67TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 67th St - SEPTA
-75.234425,39.91934,3841,3019511,Elmwood Av & 68th St,NOT AVAILABLE,20914,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.91934,-75.234425,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 68TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 68th St - SEPTA
-75.23601565,39.9182298900001,3842,3019512,Elmwood Av & 69th St,NOT AVAILABLE,20915,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9182298900001,-75.23601565,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 69TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 69th St - SEPTA
-75.237444,39.917221,3843,3019513,Elmwood Av & 70th St,NOT AVAILABLE,20916,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.917221,-75.237444,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 70TH ST,PHILADELPHIA,PA,19142,Elmwood Av & 70th St - SEPTA
-75.239002,39.916163,3844,3019514,Elmwood Av & 71st St,NOT AVAILABLE,20917,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.916163,-75.239002,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 71ST ST,PHILADELPHIA,PA,19142,Elmwood Av & 71st St - SEPTA
-75.240383,39.915192,3845,3019515,Elmwood Av & 72nd St,NOT AVAILABLE,20918,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.915192,-75.240383,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & 72ND ST,PHILADELPHIA,PA,19142,Elmwood Av & 72nd St - SEPTA
-75.243247,39.9131265,3846,3019516,Elmwood Av & Island Av,NOT AVAILABLE,20919,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9131265,-75.2432469999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ELMWOOD AVE & ISLAND AVE,PHILADELPHIA,PA,19153,Elmwood Av & Island Av - SEPTA
-75.242743272,39.9112882200001,3847,3019517,Island Av & Buist Av,NOT AVAILABLE,20920,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9112882200001,-75.242743272,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ISLAND AVE & BUIST AVE,PHILADELPHIA,PA,19153,Island Av & Buist Av - SEPTA
-75.242041,39.909061,3848,3019518,Island Av & Tanager St,NOT AVAILABLE,20921,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9090610000001,-75.242041,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ISLAND AVE & TANAGER ST,PHILADELPHIA,PA,19153,Island Av & Tanager St - SEPTA
-75.2414694349999,39.9072741790001,3849,3019519,Island Av & 76th St,NOT AVAILABLE,20922,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9072741790001,-75.2414694349999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ISLAND AVE & 76TH ST,PHILADELPHIA,PA,19153,Island Av & 76th St - SEPTA
-75.2404068669999,39.9039533370001,3850,3019520,Island Av & Lindbergh Blvd,NOT AVAILABLE,20923,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9039533370001,-75.2404068669999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,ISLAND AVE & LINDBERGH BLVD,PHILADELPHIA,PA,19153,Island Av & Lindbergh Blvd - SEPTA
-75.216320551,39.9323960090001,3851,3019521,Lindbergh Blvd & Wheeler St,NOT AVAILABLE,20950,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9323960090001,-75.216320551,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LINDBERGH BLVD & WHEELER ST,PHILADELPHIA,PA,19143,Lindbergh Blvd & Wheeler St - SEPTA
-75.214502007,39.9350335350001,3852,3019522,Lindbergh Blvd & 53rd St,NOT AVAILABLE,20952,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9350335350001,-75.214502007,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LINDBERGH BLVD & 53RD ST,PHILADELPHIA,PA,19143,Lindbergh Blvd & 53rd St - SEPTA
-75.2133624159999,39.9362822950001,3853,3019523,Grays Av & 52nd St,NOT AVAILABLE,20953,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9362822950001,-75.2133624159999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,GRAYS AVE & 52ND ST,PHILADELPHIA,PA,19143,Grays Av & 52nd St - SEPTA
-75.212242,39.937075,3854,3019524,Grays Av & 51st St,NOT AVAILABLE,20954,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.937075,-75.2122419999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,GRAYS AVE & 51ST ST,PHILADELPHIA,PA,19143,Grays Av & 51st St - SEPTA
-75.210260434,39.938705235,3855,3019525,Grays Av & 49th St,NOT AVAILABLE,21201,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.938705235,-75.210260434,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,GRAYS AVE & 49TH ST,PHILADELPHIA,PA,19143,Grays Av & 49th St - SEPTA
-75.347194574,40.050336058,3856,3019526,County Line Station - NHSL,http://www.septa.org/stations/transit/nhsl/countyline.html,90816,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,40.050336058,-75.347194574,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,COUNTY LINE ROAD & MATSONFORD ROAD,RADNOR,PA,19087,County Line Station - NHSL - SEPTA
-75.2926548619999,39.9273341900001,3857,3019527,Springfield Road Station,http://www.septa.org/stations/trolley/springfield.html,90817,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9273341900001,-75.2926548619999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MADISON & SPRINGFIELD AVENUE,CLIFTON HEIGHTS,PA,19018,Springfield Road Station - SEPTA
-75.2886455129999,39.9217185620001,3858,3019528,Providence Road Station,http://www.septa.org/stations/trolley/providence.html,90818,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9217185620001,-75.2886455129999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAWN AVENUE & PROVIDENCE ROAD,ALDAN,PA,19018,Providence Road Station - SEPTA
-122.68175472,45.5191705130001,3859,8001,Library/SW 9th Ave MAX Station,http://trimet.org/max/stations.htm,8333,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.5191705130001,-122.68175472,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,NOT AVAILABLE,PORTLAND,OR,97205,Library/SW 9th Ave MAX Station - TRIMET
-122.679153771,45.5184757810001,3860,8002,Pioneer Square South MAX Station,http://trimet.org/max/stations.htm,8334,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.5184757810001,-122.679153771,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,NOT AVAILABLE,PORTLAND,OR,97205,Pioneer Square South MAX Station - TRIMET
-122.677105048,45.517929086,3861,8003,Mall/SW 4th Ave MAX Station,http://trimet.org/max/stations.htm,8335,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.517929086,-122.677105048,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,NOT AVAILABLE,PORTLAND,OR,97204,Mall/SW 4th Ave MAX Station - TRIMET
-122.674167275,45.517147998,3862,8004,Yamhill District MAX Station,http://trimet.org/max/stations.htm,8336,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.517147998,-122.674167275,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,NOT AVAILABLE,PORTLAND,OR,97204,Yamhill District MAX Station - TRIMET
-122.672265744,45.520273065,3863,8005,Oak/ SW 1st Ave MAX Station,http://trimet.org/max/stations.htm,8337,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.520273065,-122.672265744,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,SW OAK AND 1ST AVE,PORTLAND,OR,97204,Oak/ SW 1st Ave MAX Station - TRIMET
-122.671350758,45.5231119490001,3864,8006,Skidmore Fountain MAX Station,http://trimet.org/max/stations.htm,8338,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.5231119490001,-122.671350758,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,"SW 1ST AVE, UNDER THE BURNSIDE BRIDGE",PORTLAND,OR,97209,Skidmore Fountain MAX Station - TRIMET
-122.671443079,45.524862173,3865,8007,Old Town/Chinatown MAX Station,http://trimet.org/max/stations.htm,8339,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.524862173,-122.671443079,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,NW 1ST & DAVIS,PORTLAND,OR,97209,Old Town/Chinatown MAX Station - TRIMET
-122.665247379,45.530126077,3866,8008,Rose Quarter TC MAX Station,http://trimet.org/max/stations.htm,8340,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.530126077,-122.665247379,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,47 NE HOLLADAY,PORTLAND,OR,97232,Rose Quarter TC MAX Station - TRIMET
-122.662219674,45.530089989,3867,8009,Convention Center MAX Station,http://trimet.org/max/stations.htm,8341,TRIMET,TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON,0008,45.530089989,-122.662219674,"PORTLAND, OR-WA",24,OPEN,http://developer.trimet.org/GTFS.shtml,2015/11/22 00:00:00,GROUND,NE HOLLADAY & MARTIN LUTHER KING JR. BLVD,PORTLAND,OR,97232,Convention Center MAX Station - TRIMET
